,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec_x,Unnamed: 8_level_1,Opp,Opp_2,Tm_x,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,_x,key,Player,Tm_y,Cmp,Att,Att_2,Yds,Yds_2,Yds_3,TD,TD_2,TD_3,Int,Sk,Yds.1,Lng,Lng_2,Lng_3,Rate,Tgt,Rec_y,Fmb,FL,_y,Pos
22,2,Sun,September 15,1:00PM ET,boxscore,L,,0-1-1,@,Baltimore Ravens,23.0,17.0,15.0,26.0,349.0,440.0,329.0,258.0,20.0,182.0,,,5.48,-11.6,-4.18,/boxscores/201909150rav.htm,0,Hayden Hurst,BAL,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,,1,1,0,0,/players/H/HursHa00.htm,
0,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Kyle Allen,CAR,19,26,3,261,-1,0,4,0,0,0,2,21,52,1,0,144.4,0,0,2,1,/players/A/AlleKy00.htm,QB
1,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Christian McCaffrey,CAR,0,0,24,0,153,35,0,1,0,0,0,0,0,76,18,,4,3,0,0,/players/M/McCaCh01.htm,RB
2,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,D.J. Moore,CAR,0,0,1,0,12,52,0,0,1,0,0,0,0,12,52,,2,1,0,0,/players/M/MoorD.00.htm,WR
3,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Reggie Bonnafon,CAR,0,0,2,0,5,0,0,0,0,0,0,0,0,4,0,,0,0,0,0,/players/B/BonnRe00.htm,
4,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Alex Armah,CAR,0,0,1,0,4,2,0,0,0,0,0,0,0,4,2,,1,1,0,0,/players/A/ArmaAl00.htm,
5,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Greg Olsen,CAR,0,0,0,0,0,75,0,0,2,0,0,0,0,0,20,,7,6,0,0,/players/O/OlseGr00.htm,TE
6,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Curtis Samuel,CAR,0,0,0,0,0,53,0,0,1,0,0,0,0,0,15,,7,5,0,0,/players/S/SamuCu00.htm,WR
7,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Jarius Wright,CAR,0,0,0,0,0,38,0,0,0,0,0,0,0,0,33,,2,2,0,0,/players/W/WrigJa02.htm,WR
8,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Chris Hogan,CAR,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,,2,1,0,0,/players/H/HogaCh00.htm,
11,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Kyler Murray,ARI,30,43,8,173,69,0,2,0,0,2,8,46,23,20,0,73.1,0,0,0,0,/players/M/MurrKy00.htm,QB
12,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,David Johnson,ARI,0,0,11,0,37,28,0,0,1,0,0,0,0,15,17,,9,6,0,0,/players/J/JohnDa08.htm,RB
13,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Chase Edmonds,ARI,0,0,3,0,15,10,0,0,0,0,0,0,0,8,10,,2,1,0,0,/players/E/EdmoCh00.htm,
14,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Christian Kirk,ARI,0,0,0,0,0,59,0,0,0,0,0,0,0,0,13,,12,10,0,0,/players/K/KirkCh01.htm,WR
15,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Larry Fitzgerald,ARI,0,0,0,0,0,36,0,0,1,0,0,0,0,0,23,,7,5,0,0,/players/F/FitzLa00.htm,WR
16,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,KeeSean Johnson,ARI,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,,4,3,0,0,/players/J/JohnKe07.htm,
17,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Michael Crabtree,ARI,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,,2,2,0,0,/players/C/CrabMi00.htm,
18,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Charles Clay,ARI,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,,1,1,0,0,/players/C/ClayCh00.htm,TE
19,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Damiere Byrd,ARI,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,,4,2,0,0,/players/B/ByrdDa00.htm,WR
20,3,Sun,September 22,4:05PM ET,boxscore,L,,0-2-1,,Carolina Panthers,38.0,20.0,21.0,21.0,248.0,413.0,127.0,240.0,121.0,173.0,2.0,1.0,-3.15,-19.08,3.46,/boxscores/201909220crd.htm,0,Trent Sherfield,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,/players/S/SherTr00.htm,
0,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Russell Wilson,SEA,22,28,2,240,7,0,1,0,0,0,4,15,32,5,0,114.3,0,0,2,0,/players/W/WilsRu00.htm,QB
1,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Chris Carson,SEA,0,0,22,0,104,41,0,0,0,0,0,0,0,12,17,,4,4,0,0,/players/C/CarsCh00.htm,RB
2,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,C.J. Prosise,SEA,0,0,3,0,4,0,0,1,0,0,0,0,0,9,0,,0,0,0,0,/players/P/ProsC.00.htm,
3,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Will Dissly,SEA,0,0,0,0,0,57,0,0,1,0,0,0,0,0,17,,8,7,1,0,/players/D/DissWi00.htm,TE
4,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Tyler Lockett,SEA,0,0,0,0,0,51,0,0,0,0,0,0,0,0,28,,4,4,0,0,/players/L/LockTy00.htm,WR
5,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Jaron Brown,SEA,0,0,0,0,0,50,0,0,0,0,0,0,0,0,32,,3,3,0,0,/players/B/BrowJa03.htm,WR
6,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Luke Willson,SEA,0,0,0,0,0,26,0,0,0,0,0,0,0,0,17,,2,2,0,0,/players/W/WillLu00.htm,
7,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,David Moore,SEA,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,,2,1,0,0,/players/M/MoorDa03.htm,
8,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,D.K. Metcalf,SEA,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,,4,1,0,0,/players/M/MetcDK00.htm,WR
11,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Kyler Murray,ARI,22,32,4,241,27,0,0,1,0,1,4,35,31,15,0,77.7,0,0,0,0,/players/M/MurrKy00.htm,QB
12,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,David Johnson,ARI,0,0,11,0,40,99,0,0,0,0,0,0,0,14,31,,11,8,0,0,/players/J/JohnDa08.htm,RB
13,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Chase Edmonds,ARI,0,0,6,0,37,0,0,0,0,0,0,0,0,10,0,,0,0,0,0,/players/E/EdmoCh00.htm,RB
14,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Christian Kirk,ARI,0,0,1,0,6,37,0,0,0,0,0,0,0,6,18,,5,4,0,0,/players/K/KirkCh01.htm,WR
15,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Andy Isabella,ARI,0,0,1,0,5,0,0,0,0,0,0,0,0,5,0,,0,0,0,0,/players/I/IsabAn00.htm,
16,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Larry Fitzgerald,ARI,0,0,0,0,0,47,0,0,0,0,0,0,0,0,15,,5,5,0,0,/players/F/FitzLa00.htm,WR
17,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Maxx Williams,ARI,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,,1,1,0,0,/players/W/WillMa04.htm,TE
18,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,KeeSean Johnson,ARI,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,,3,2,0,0,/players/J/JohnKe07.htm,
19,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Trent Sherfield,ARI,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,,3,1,0,0,/players/S/SherTr00.htm,
20,4,Sun,September 29,4:05PM ET,boxscore,L,,0-3-1,,Seattle Seahawks,27.0,10.0,20.0,21.0,321.0,340.0,206.0,225.0,115.0,115.0,1.0,,-0.78,-10.61,-2.81,/boxscores/201909290crd.htm,0,Charles Clay,ARI,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,,2,1,0,0,/players/C/ClayCh00.htm,
0,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Kyler Murray,ARI,20,32,10,253,93,0,0,1,0,0,1,5,28,24,0,87.1,0,0,0,0,/players/M/MurrKy00.htm,QB
1,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,David Johnson,ARI,0,0,17,0,91,65,0,0,0,0,0,0,0,17,24,,5,3,0,0,/players/J/JohnDa08.htm,RB
2,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Chase Edmonds,ARI,0,0,8,0,68,18,0,1,0,0,0,0,0,37,8,,4,3,0,0,/players/E/EdmoCh00.htm,
3,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Andy Isabella,ARI,0,0,2,0,11,0,0,0,0,0,0,0,0,6,0,,0,0,0,0,/players/I/IsabAn00.htm,
4,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,KeeSean Johnson,ARI,0,0,1,0,3,22,0,0,0,0,0,0,0,3,9,,7,3,0,0,/players/J/JohnKe07.htm,WR
5,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Larry Fitzgerald,ARI,0,0,0,0,0,58,0,0,0,0,0,0,0,0,17,,8,6,0,0,/players/F/FitzLa00.htm,WR
6,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Pharoh Cooper,ARI,0,0,0,0,0,33,0,0,0,0,0,0,0,0,28,,2,2,0,0,/players/C/CoopPh00.htm,
7,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Charles Clay,ARI,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,,1,1,0,0,/players/C/ClayCh00.htm,TE
8,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Trent Sherfield,ARI,0,0,0,0,0,23,0,0,0,0,0,0,0,0,23,,3,1,0,0,/players/S/SherTr00.htm,
9,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Maxx Williams,ARI,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,,1,1,0,0,/players/W/WillMa04.htm,TE
12,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Andy Dalton,CIN,27,38,2,262,5,0,2,0,0,0,1,0,42,5,0,107.6,0,0,1,0,/players/D/DaltAn00.htm,QB
13,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Joe Mixon,CIN,0,0,19,0,93,16,0,0,0,0,0,0,0,18,16,,1,1,0,0,/players/M/MixoJo00.htm,HB
14,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Giovani Bernard,CIN,0,0,2,0,10,16,0,0,0,0,0,0,0,9,7,,3,3,0,0,/players/B/BernGi00.htm,
15,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Tyler Boyd,CIN,0,0,0,0,0,123,0,0,1,0,0,0,0,0,42,,14,10,0,0,/players/B/BoydTy00.htm,WR
16,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Damion Willis,CIN,0,0,0,0,0,38,0,0,0,0,0,0,0,0,12,,4,4,0,0,/players/W/WillDa11.htm,
17,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Auden Tate,CIN,0,0,0,0,0,26,0,0,1,0,0,0,0,0,15,,6,3,0,0,/players/T/TateAu00.htm,WR
18,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,C.J. Uzomah,CIN,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,,2,2,0,0,/players/U/UzomC.00.htm,TE
19,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Tyler Eifert,CIN,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,,4,2,0,0,/players/E/EifeTy00.htm,TE
20,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Alex Erickson,CIN,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,,1,1,0,0,/players/E/EricAl01.htm,
21,5,Sun,October 6,1:00PM ET,boxscore,W,,1-3-1,@,Cincinnati Bengals,23.0,26.0,26.0,21.0,514.0,370.0,248.0,262.0,266.0,108.0,,,21.22,-9.27,-8.95,/boxscores/201910060cin.htm,0,Stanley Morgan,CIN,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,,2,1,0,0,/players/M/MorgSt02.htm,
0,6,Sun,October 13,4:05PM ET,boxscore,W,,2-3-1,,Atlanta Falcons,33.0,34.0,24.0,31.0,442.0,444.0,340.0,341.0,102.0,103.0,,,23.23,-24.99,0.25,/boxscores/201910130crd.htm,0,Matt Ryan,ATL,30,36,2,356,7,0,4,0,0,0,2,15,30,6,0,144.9,0,0,1,0,/players/R/RyanMa00.htm,QB
1,6,Sun,October 13,4:05PM ET,boxscore,W,,2-3-1,,Atlanta Falcons,33.0,34.0,24.0,31.0,442.0,444.0,340.0,341.0,102.0,103.0,,,23.23,-24.99,0.25,/boxscores/201910130crd.htm,0,Devonta Freeman,ATL,0,0,19,0,88,30,0,0,2,0,0,0,0,15,12,,3,3,0,0,/players/F/FreeDe00.htm,RB
2,6,Sun,October 13,4:05PM ET,boxscore,W,,2-3-1,,Atlanta Falcons,33.0,34.0,24.0,31.0,442.0,444.0,340.0,341.0,102.0,103.0,,,23.23,-24.99,0.25,/boxscores/201910130crd.htm,0,Ito Smith,ATL,0,0,3,0,6,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,/players/S/SmitIt00.htm,
3,6,Sun,October 13,4:05PM ET,boxscore,W,,2-3-1,,Atlanta Falcons,33.0,34.0,24.0,31.0,442.0,444.0,340.0,341.0,102.0,103.0,,,23.23,-24.99,0.25,/boxscores/201910130crd.htm,0,Keith Smith,ATL,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,/players/S/SmitKe03.htm,
4,6,Sun,October 13,4:05PM ET,boxscore,W,,2-3-1,,Atlanta Falcons,33.0,34.0,24.0,31.0,442.0,444.0,340.0,341.0,102.0,103.0,,,23.23,-24.99,0.25,/boxscores/201910130crd.htm,0,Austin Hooper,ATL,0,0,0,0,0,117,0,0,1,0,0,0,0,0,30,,8,8,0,0,/players/H/HoopAu00.htm,TE
5,6,Sun,October 13,4:05PM ET,boxscore,W,,2-3-1,,Atlanta Falcons,33.0,34.0,24.0,31.0,442.0,444.0,340.0,341.0,102.0,103.0,,,23.23,-24.99,0.25,/boxscores/201910130crd.htm,0,Julio Jones,ATL,0,0,0,0,0,108,0,0,0,0,0,0,0,0,22,,9,8,0,0,/players/J/JoneJu02.htm,WR
6,6,Sun,October 13,4:05PM ET,boxscore,W,,2-3-1,,Atlanta Falcons,33.0,34.0,24.0,31.0,442.0,444.0,340.0,341.0,102.0,103.0,,,23.23,-24.99,0.25,/boxscores/201910130crd.htm,0,Calvin Ridley,ATL,0,0,0,0,0,48,0,0,1,0,0,0,0,0,23,,6,4,0,0,/players/R/RidlCa00.htm,WR
7,6,Sun,October 13,4:05PM ET,boxscore,W,,2-3-1,,Atlanta Falcons,33.0,34.0,24.0,31.0,442.0,444.0,340.0,341.0,102.0,103.0,,,23.23,-24.99,0.25,/boxscores/201910130crd.htm,0,Mohamed Sanu,ATL,0,0,0,0,0,29,0,0,0,0,0,0,0,0,15,,4,3,0,0,/players/S/SanuMo00.htm,WR
8,6,Sun,October 13,4:05PM ET,boxscore,W,,2-3-1,,Atlanta Falcons,33.0,34.0,24.0,31.0,442.0,444.0,340.0,341.0,102.0,103.0,,,23.23,-24.99,0.25,/boxscores/201910130crd.htm,0,Jaeden Graham,ATL,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,,1,1,0,0,/players/G/GrahJa01.htm,
9,6,Sun,October 13,4:05PM ET,boxscore,W,,2-3-1,,Atlanta Falcons,33.0,34.0,24.0,31.0,442.0,444.0,340.0,341.0,102.0,103.0,,,23.23,-24.99,0.25,/boxscores/201910130crd.htm,0,Russell Gage,ATL,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,,1,1,0,0,/players/G/GageRu00.htm,
10,6,Sun,October 13,4:05PM ET,boxscore,W,,2-3-1,,Atlanta Falcons,33.0,34.0,24.0,31.0,442.0,444.0,340.0,341.0,102.0,103.0,,,23.23,-24.99,0.25,/boxscores/201910130crd.htm,0,Luke Stocker,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,/players/S/StocLu00.htm,
11,6,Sun,October 13,4:05PM ET,boxscore,W,,2-3-1,,Atlanta Falcons,33.0,34.0,24.0,31.0,442.0,444.0,340.0,341.0,102.0,103.0,,,23.23,-24.99,0.25,/boxscores/201910130crd.htm,0,Kaleb McGary,ATL,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,-3,,1,1,0,0,/players/M/McGaKa00.htm,T
14,6,Sun,October 13,4:05PM ET,boxscore,W,,2-3-1,,Atlanta Falcons,33.0,34.0,24.0,31.0,442.0,444.0,340.0,341.0,102.0,103.0,,,23.23,-24.99,0.25,/boxscores/201910130crd.htm,0,Kyler Murray,ARI,27,37,11,340,32,0,3,0,0,0,0,0,58,14,0,128.2,0,0,0,0,/players/M/MurrKy00.htm,QB
